date,national_energy_equivalent_gwh,ni_energy_equivalent_gwh,si_energy_equivalent_gwh,HWE_storage_mm3,HWE_energy_equivalent_gwh,MAN_storage_mm3,MAN_energy_equivalent_gwh,OHA_storage_mm3,OHA_energy_equivalent_gwh,PKI_storage_mm3,PKI_energy_equivalent_gwh,TAU_storage_mm3,TAU_energy_equivalent_gwh,TKA_storage_mm3,TKA_energy_equivalent_gwh,TPO_storage_mm3,TPO_energy_equivalent_gwh,WAN_storage_mm3,WAN_energy_equivalent_gwh,WKA_storage_mm3,WKA_energy_equivalent_gwh,WPU_storage_mm3,WPU_energy_equivalent_gwh
1980-01-19,4389.310264,645.903057,3743.407206,2256.816,576.580379,304.502,129.531192,9.268,6.754769,2461.312,1793.870641,689.363,293.246058,623.479,717.121805,727.343,499.194412,463.786,118.489902,149.408,146.708646,421.993,107.81246
1980-01-20,4412.27511,652.435082,3759.840028,2263.797,578.363913,330.859,140.743117,6.808,4.961854,2449.043,1784.928663,713.431,303.484273,622.185,715.633454,737.085,505.8806,473.051,120.856962,149.251,146.554482,433.952,110.867793
1980-01-21,4446.99274,662.859605,3784.133135,2274.311,581.050072,358.912,152.676499,5.897,4.297893,2440.115,1778.421695,743.182,316.139961,621.479,714.821417,751.972,516.097935,480.578,122.77999,149.462,146.76167,445.999,113.945609
1980-01-22,4449.192827,676.269827,3772.923,2280.503,582.632028,366.297,155.817982,3.45,2.514453,2432.973,1773.216413,733.272,311.924376,617.76,710.543845,769.79,528.326892,477.875,122.089417,150.665,147.942935,446.934,114.184486
1980-01-23,4453.855583,702.38545,3751.470133,2283.313,583.349938,365.228,155.363243,2.982,2.173362,2429.011,1770.3288,712.121,302.927016,612.272,704.231581,803.791,551.662662,470.348,120.166388,153.496,150.722788,442.023,112.929804
1980-01-24,4440.497359,704.744164,3735.753196,2283.359,583.361691,368.977,156.958019,1.903,1.386958,2425.286,1767.61392,697.86,296.860572,606.561,697.662823,806.551,553.556922,467.839,119.525379,153.969,151.187242,439.886,112.383835
1980-01-25,4432.127909,701.52604,3730.601869,2281.76,582.953172,380.303,161.775952,3.327,2.424807,2422.125,1765.310097,693.601,295.048849,601.588,691.942908,802.091,550.495908,467.261,119.377709,153.809,151.030133,437.477,111.768374
1980-01-26,4418.591858,695.606396,3722.985462,2281.542,582.897476,393.827,167.528886,1.39,1.01307,2417.049,1761.610572,694.45,295.410002,597.692,687.461752,793.164,544.369075,459.345,117.355298,154.02,151.237321,429.414,109.708406
1980-01-27,4597.302622,690.950848,3906.351774,2294.033,586.088727,471.436,200.542746,19.354,14.105718,2439.218,1777.767937,851.812,362.349751,607.752,699.032704,785.332,538.99377,544.266,139.051255,154.753,151.957078,498.712,127.412937
1980-01-28,4727.980357,686.325448,4041.65491,2308.237,589.717622,504.008,214.398451,41.308,30.106386,2477.325,1805.541348,904.282,384.669807,630.784,725.523972,778.74,534.469509,593.871,151.724539,154.65,151.855938,547.873,139.972786
1980-01-29,4716.023195,680.382479,4035.640716,2311.883,590.649116,505.316,214.954857,41.006,29.88628,2478.558,1806.439991,886.719,377.198735,631.863,726.765031,770.533,528.836832,585.377,149.554457,154.334,151.545648,548.732,140.192246
1980-01-30,4680.532745,674.920056,4005.612689,2310.808,590.374471,498.054,211.865697,36.892,26.887886,2470.568,1800.616664,864.799,367.874252,628.298,722.66459,763.773,524.197268,573.798,146.596208,153.496,150.722788,543.02,138.732922
1980-01-31,4639.289284,670.034963,3969.254321,2309.293,589.987413,490.724,208.74761,31.678,23.087782,2459.81,1792.775943,839.405,357.071975,624.008,717.730258,757.631,519.981854,560.481,143.193928,152.814,150.053109,534.904,136.659414
1980-02-01,4603.881639,663.739019,3940.14262,2307.773,589.599077,497.458,211.612166,24.926,18.166742,2446.745,1783.253818,825.198,351.028502,619.07,712.0506,750.256,514.920199,546.392,139.594414,151.557,148.81882,527.772,134.837302
1980-02-02,4572.480409,659.806074,3912.674335,2306.018,589.150703,503.264,214.081963,17.869,13.02341,2438.973,1777.589375,810.503,344.77744,613.793,705.981026,745.198,511.448763,534.229,136.486962,151.087,148.357311,515.036,131.583457
1980-02-03,4552.456037,659.171649,3893.284388,2303.365,588.472904,506.011,215.250501,10.566,7.700786,2438.261,1777.07045,799.551,340.118601,607.951,699.261592,744.049,510.660174,522.65,133.528713,151.244,148.511475,516.2,131.880841
1980-02-04,4572.128097,653.963402,3918.164695,2301.702,588.048034,528.341,224.749393,6.912,5.037652,2438.764,1777.43705,840.801,357.665815,603.355,693.975301,737.811,506.378872,534.035,136.437398,150.3,147.58453,527.681,134.814053
1980-02-05,4562.173426,646.286248,3915.887178,2300.184,587.660209,531.686,226.172312,5.032,3.667457,2443.253,1780.708754,832.073,353.953037,603.617,694.276652,730.076,501.070141,534.035,136.437398,147.888,145.216108,520.625,133.011358
1980-02-06,4524.96434,640.819918,3884.144422,2298.434,587.213112,526.532,223.979868,0.0,0.0,2437.601,1776.589424,806.416,343.038883,600.426,690.606383,724.06,496.941204,521.107,133.134501,146.526,143.878715,507.203,129.582251
1980-02-07,4499.043251,635.417099,3863.626152,2296.102,586.617323,523.337,222.620756,0.0,0.0,2436.795,1776.001989,787.778,335.11052,596.911,686.563451,717.012,492.103978,507.595,129.682401,145.95,143.313121,497.212,127.029711
1980-02-08,4482.42596,626.876443,3855.549517,2296.25,586.655135,521.609,221.885688,0.0,0.0,2437.092,1776.218451,780.425,331.982649,594.558,683.857044,706.591,484.951775,500.262,127.808937,144.536,141.924668,497.65,127.141613
1980-02-09,4459.38506,620.760225,3838.624835,2296.763,586.786198,515.062,219.100679,0.0,0.0,2432.127,1772.599825,768.071,326.727418,592.757,681.785545,698.133,479.146829,491.769,125.639111,144.219,141.613395,493.127,125.986058
1980-02-10,4470.201613,616.323256,3853.878357,2297.249,586.910364,523.468,222.676482,0.0,0.0,2430.69,1771.552501,790.625,336.321597,587.627,675.88505,692.116,475.017206,512.614,130.964675,143.906,141.30605,507.146,129.567689
1980-02-11,4449.727165,601.715752,3848.011413,2297.768,587.04296,520.416,221.378201,0.0,0.0,2428.954,1770.287257,787.241,334.882087,584.112,671.842118,672.11,461.286568,514.351,131.408451,143.013,140.429184,513.419,131.17034
1980-02-12,4407.233989,590.212287,3817.021702,2298.138,587.137489,508.106,216.141687,0.0,0.0,2419.149,1763.141108,764.07,325.025445,579.749,666.823821,656.548,450.605963,506.052,129.288189,142.175,139.606324,506.74,129.463962
1980-02-13,4360.667571,580.97578,3779.691791,2296.301,586.668165,492.769,209.617527,0.0,0.0,2410.972,1757.18149,736.94,313.484696,573.5,659.636259,644.362,442.242394,493.896,126.182526,141.286,138.733386,496.787,126.92113
1980-02-14,4313.815764,573.258127,3740.557638,2293.182,585.87131,475.222,202.153261,0.0,0.0,2403.906,1752.031598,706.062,300.349596,568.127,653.456267,633.419,434.731929,481.35,122.977223,141.075,138.526198,484.251,123.718382
1980-02-15,4272.955517,568.844348,3704.111169,2289.847,585.019271,457.166,194.472473,0.0,0.0,2398.091,1747.793469,678.379,288.573608,563.226,647.819166,629.011,431.706604,468.61,119.722357,139.661,137.137745,472.479,120.710825
1980-02-16,4235.050226,562.566781,3672.483445,2286.179,584.082156,440.859,187.535687,0.0,0.0,2399.541,1748.850268,648.709,275.952375,558.041,641.85541,621.813,426.766429,456.836,116.714289,138.299,135.800352,459.885,117.493259
1980-02-17,4193.912106,551.780228,3642.131878,2282.374,583.110039,427.169,181.712139,0.0,0.0,2399.518,1748.833505,619.996,263.738238,553.022,636.082586,609.021,417.986947,445.646,113.855423,136.255,133.793281,449.343,114.799947
1980-02-18,4161.799917,547.442691,3614.357226,2278.201,582.043904,408.11,173.604689,0.0,0.0,2398.075,1747.781808,604.597,257.187704,548.084,630.402928,604.953,415.194973,435.032,111.143715,134.681,132.247718,439.137,112.192477
1980-02-19,4141.322952,548.992011,3592.330942,2273.886,580.941491,389.659,165.755873,0.0,0.0,2399.462,1748.792691,596.798,253.870111,543.23,624.819887,608.561,417.671237,425.184,108.627709,133.737,131.320774,428.689,109.52318
1980-02-20,4124.623427,545.047443,3579.575985,2270.556,580.090729,379.349,161.370133,0.0,0.0,2403.607,1751.813679,593.355,252.405503,539.431,620.4503,604.685,415.011037,417.274,106.606831,132.429,130.036405,418.182,106.83881
1980-02-21,4108.141686,536.508988,3571.632698,2264.503,578.544284,380.943,162.0482,0.0,0.0,2404.299,1752.318027,596.889,253.908821,535.982,616.483281,593.745,407.502631,407.043,103.992974,131.38,129.006358,408.39,104.337111
1980-02-22,4088.309714,531.285451,3557.024263,2261.651,577.815644,366.18,155.768212,0.0,0.0,2406.583,1753.982668,594.118,252.730074,532.983,613.033849,588.532,403.924813,397.973,101.675734,129.704,127.360638,399.313,102.018082
1980-02-23,4071.080226,530.871214,3540.209013,2258.684,577.057623,350.172,148.958617,0.0,0.0,2405.685,1753.328181,590.487,251.185493,530.718,610.428659,590.405,405.210302,389.097,99.408058,127.973,125.660912,390.797,99.842381
1980-02-24,4045.380742,524.371087,3521.009654,2256.747,576.562751,335.031,142.517832,0.0,0.0,2402.834,1751.250296,586.389,249.442258,528.028,607.334637,583.259,400.305816,379.443,96.941615,126.348,124.065271,379.516,96.960266
1980-02-25,4027.392412,518.931678,3508.460734,2256.991,576.625089,318.845,135.632518,0.0,0.0,2401.366,1750.180378,589.987,250.9728,526.002,605.004344,577.132,396.100697,374.236,95.61131,125.091,122.830981,369.629,94.434295
1980-02-26,4051.505151,517.047307,3534.457845,2257.162,576.668776,326.697,138.972657,0.0,0.0,2402.953,1751.337026,638.676,271.684468,525.709,604.667338,576.408,395.603797,378.094,96.596967,123.678,121.44351,370.006,94.530613
1980-02-27,4059.093634,510.923179,3548.170455,2256.512,576.502712,331.567,141.044291,0.0,0.0,2400.329,1749.424584,664.323,282.594368,527.241,606.429435,570.488,391.540747,379.637,96.991179,121.579,119.382432,372.563,95.183885
1980-02-28,4052.973683,508.529067,3544.444616,2255.718,576.299858,328.756,139.848529,2.226,1.622369,2394.436,1745.129607,664.56,282.695185,529.361,608.867846,570.07,391.253863,375.585,95.955958,119.433,117.275204,368.028,94.025266
1980-02-29,4038.185687,506.612331,3531.573356,2253.915,575.83922,319.831,136.05195,5.165,3.764391,2388.794,1741.017565,658.399,280.074375,529.151,608.626305,569.977,391.190035,368.447,94.132313,117.546,115.422296,360.364,92.067236
1980-03-01,4027.455741,512.230107,3515.225634,2253.265,575.673155,310.106,131.915061,7.234,5.272335,2382.165,1736.18617,649.886,276.453056,528.109,607.427803,580.264,398.25027,360.919,92.20903,116.077,113.979837,352.621,90.089024
1980-03-02,4014.805948,518.072479,3496.733468,2252.043,575.360954,304.978,129.733676,3.069,2.23677,2376.256,1731.879532,639.353,271.972455,527.829,607.105749,589.376,404.504073,353.392,90.286002,115.658,113.568407,345.064,88.158331
1980-03-03,4003.827556,519.069087,3484.758469,2250.913,575.072257,296.749,126.233167,3.094,2.254991,2375.638,1731.429117,629.459,267.763676,527.622,606.867659,588.951,404.212384,348.18,88.954419,116.97,114.856703,337.333,86.183184
1980-03-04,4002.642552,528.123218,3474.519334,2250.798,575.042876,283.891,120.763541,6.154,4.485201,2374.357,1730.495489,620.216,263.831824,528.507,607.88558,595.622,408.790865,341.813,87.327752,121.528,119.332354,331.477,84.68707
1980-03-05,3990.488666,530.900579,3459.588087,2249.853,574.801444,274.482,116.761075,3.338,2.432825,2372.999,1729.505742,608.958,259.042817,528.936,608.379014,592.694,406.781302,335.44,85.699553,126.403,124.119277,324.739,82.965619
1980-03-06,3979.304401,531.157412,3448.14699,2248.926,574.56461,267.625,113.844196,0.0,0.0,2376.245,1731.871515,597.072,253.986667,529.157,608.633206,590.822,405.4965,329.073,84.072886,127.973,125.660912,317.726,81.173909
1980-03-07,3968.756239,529.986235,3438.770004,2248.004,574.329054,258.641,110.022519,0.0,0.0,2380.542,1735.003284,584.579,248.672307,529.26,608.751676,587.692,403.3483,322.894,82.494251,128.968,126.637935,311.162,79.496912
1980-03-08,3957.234626,529.392429,3427.842197,2247.05,574.085322,250.498,106.558593,0.0,0.0,2381.529,1735.722636,572.832,243.675286,529.122,608.59295,582.177,399.563212,317.104,81.014998,132.218,129.829217,306.056,78.192411
1980-03-09,3941.350021,527.425589,3413.924433,2246.17,573.860496,248.512,105.713774,0.0,0.0,2374.089,1730.300164,562.358,239.219783,528.848,608.277797,577.138,396.104815,312.086,79.73298,133.737,131.320774,300.682,76.81944
1980-03-10,3929.68625,524.667611,3405.018639,2244.331,573.390661,252.489,107.405538,0.0,0.0,2365.225,1723.839841,560.747,238.534484,528.421,607.786664,572.666,393.035565,306.685,78.353111,134.054,131.632046,296.333,75.70834
1980-03-11,3918.502472,519.498652,3399.00382,2243.133,573.084591,258.854,110.113126,0.0,0.0,2352.361,1714.464211,562.229,239.164908,528.045,607.354191,566.036,388.485224,308.423,78.797142,133.424,131.013429,297.575,76.025651
1980-03-12,3905.500693,516.939411,3388.561282,2243.253,573.115249,255.458,108.668512,0.0,0.0,2347.229,1710.72387,548.189,233.192474,529.047,608.506685,563.579,386.798921,308.423,78.797142,132.535,130.14049,295.742,75.557349
1980-03-13,3883.678127,507.422089,3376.256038,2243.433,573.161237,251.685,107.063527,0.0,0.0,2344.531,1708.757495,527.022,224.188308,530.495,610.172166,551.662,378.619974,306.297,78.253983,131.172,128.802115,292.227,74.659323
1980-03-14,3866.575287,502.653457,3363.92183,2242.811,573.002326,248.805,105.838413,0.0,0.0,2342.282,1707.118363,508.508,216.312693,530.992,610.743812,546.664,375.189716,302.244,77.218506,129.809,127.463741,288.424,73.687717
1980-03-15,3862.307475,502.677325,3359.630151,2243.244,573.11295,250.094,106.386736,0.0,0.0,2348.435,1711.602836,494.57,210.383649,529.412,608.926506,546.849,375.316687,299.735,76.577497,129.704,127.360638,284.323,72.639977
1980-03-16,3901.211194,521.275118,3379.936076,2243.539,573.188318,271.713,115.583178,0.0,0.0,2349.383,1712.293764,513.605,218.48089,529.633,609.180699,565.7,388.254618,303.405,77.515123,135.468,133.0205,288.449,73.694104
1980-03-17,3943.273364,526.926846,3416.346518,2244.359,573.397815,307.618,130.856698,0.0,0.0,2348.145,1711.391476,545.128,231.890365,532.103,612.021678,574.384,394.214673,315.367,80.571223,135.154,132.712173,298.325,76.217264
1980-03-18,3949.484005,526.014869,3423.469135,2244.681,573.480081,319.969,136.110653,0.0,0.0,2347.96,1711.256643,544.387,231.575153,534.451,614.722333,574.629,394.382823,315.178,80.522936,134.054,131.632046,296.697,75.801336
1980-03-19,3946.70848,520.303774,3426.404707,2245.575,573.708483,324.944,138.226953,0.0,0.0,2345.487,1709.454254,548.512,233.329874,535.352,615.758658,566.385,388.724752,314.595,80.373989,134.0,131.579022,295.723,75.552495
1980-03-20,3976.071963,518.683191,3457.388772,2246.276,573.887578,326.098,138.71785,0.0,0.0,2346.792,1710.405373,588.043,250.145848,538.638,619.538196,564.473,387.412496,333.897,85.305341,133.686,131.270695,310.738,79.388587
1980-03-21,3995.060209,514.300464,3480.759745,2241.88,572.76447,321.845,136.908679,0.0,0.0,2354.888,1716.305956,610.693,259.780863,543.883,625.570963,559.661,384.109895,345.476,88.26359,132.586,130.190569,317.692,81.165223
1980-03-22,3998.85165,507.542471,3491.309179,2236.615,571.419347,316.91,134.809394,0.0,0.0,2366.322,1724.639364,626.543,266.523247,542.694,624.203383,551.092,378.228768,346.442,88.510388,131.693,129.313703,317.844,81.204056
1980-03-23,3999.783002,503.183019,3496.599983,2226.424,568.815709,318.158,135.340277,0.0,0.0,2382.264,1736.258324,630.083,268.029117,539.267,620.261668,546.085,374.792334,341.813,87.327752,130.753,128.390686,315.351,80.567135
1980-03-24,4004.133178,500.132854,3504.000324,2219.441,567.031664,312.556,132.957259,0.0,0.0,2403.342,1751.62054,634.208,269.783838,535.728,616.191131,542.917,372.618053,337.949,86.340562,129.861,127.514801,313.426,80.075328
1980-03-25,3994.095598,496.073435,3498.022163,2212.908,565.362587,308.375,131.178716,0.0,0.0,2409.093,1755.812024,633.622,269.534562,532.144,612.068836,538.051,369.278391,334.091,85.354905,129.128,126.795044,308.084,78.710533
1980-03-26,3977.342951,493.60047,3483.742481,2212.306,565.208786,298.999,127.190288,0.0,0.0,2405.325,1753.065804,631.64,268.691445,528.562,607.948841,535.724,367.68131,328.496,83.925472,128.236,125.91916,304.175,77.711846
1980-03-27,3957.817114,491.327534,3466.489579,2213.841,565.600954,285.559,121.473086,0.0,0.0,2400.421,1749.491636,628.246,267.247681,524.374,603.131829,533.388,366.078052,323.666,82.691484,127.554,125.249482,300.813,76.852908
1980-03-28,3937.448527,487.274007,3450.17452,2214.572,565.787713,273.947,116.533492,2.404,1.7521,2397.773,1747.561702,620.936,264.138102,519.787,597.855889,528.904,363.000567,317.876,81.212232,126.56,124.27344,294.865,75.33329
1980-03-29,3927.676275,492.888756,3434.787519,2216.14,566.188312,258.3,109.877462,5.736,4.180552,2396.53,1746.65577,614.453,261.380318,514.964,592.308503,537.836,369.130831,313.247,80.029597,126.035,123.757926,290.3,74.167005
1980-03-30,3948.464623,496.147737,3452.316886,2222.794,567.888302,256.355,109.050084,11.065,8.064471,2391.827,1743.228097,650.976,276.916728,510.694,587.397175,544.008,373.366835,326.175,83.332494,125.04,122.780902,299.195,76.439535
1980-03-31,4302.006085,500.973125,3801.03296,2256.576,576.519063,279.55,118.916936,30.07,21.915828,2392.191,1743.49339,767.883,326.647446,705.825,811.83568,553.212,379.683779,428.465,109.465952,123.521,121.289346,361.035,92.238666
1980-04-01,4381.603873,511.186251,3870.417622,2276.838,581.69568,277.198,117.916426,49.187,35.848814,2402.361,1750.905561,799.75,340.203253,721.243,829.569371,566.748,388.973888,461.66,117.946743,124.461,122.212363,377.056,96.331775
1980-04-02,4400.169506,514.879997,3885.28951,2282.481,583.137376,271.94,115.679741,56.437,41.132809,2408.261,1755.20564,802.919,341.551305,725.684,834.677383,572.954,393.233227,460.311,117.602096,123.885,121.64677,376.944,96.303161
1980-04-03,4399.587272,520.027594,3879.559678,2285.985,584.032592,266.039,113.169532,60.167,43.851334,2407.731,1754.819362,792.719,337.212357,726.651,835.78962,580.975,398.738248,452.207,115.531653,123.521,121.289346,372.443,95.153227
1980-04-04,4392.156071,524.664588,3867.491483,2288.39,584.647031,258.015,109.756227,62.107,45.265258,2400.847,1749.802116,779.99,331.797606,729.644,839.232151,588.707,404.04492,443.519,113.312008,122.839,120.619668,366.673,93.679085
1980-04-05,4387.084625,530.802613,3856.282012,2289.694,584.980182,254.642,108.321396,62.862,45.815523,2391.765,1743.18291,764.553,325.230907,735.515,845.98494,598.4,410.697478,433.294,110.699684,122.315,120.105135,360.361,92.06647
1980-04-06,4379.818828,537.301882,3842.516945,2290.49,585.183547,257.387,109.489084,63.011,45.924118,2384.202,1737.670791,740.818,315.134347,739.777,850.887067,608.771,417.815365,422.675,107.9867,121.685,119.486517,353.217,90.241292
1980-04-07,4370.284898,545.00169,3825.283208,2291.183,585.360598,261.944,111.427572,62.853,45.808963,2379.988,1734.599514,714.248,303.831814,739.313,850.353377,620.741,426.030688,412.45,105.374376,121.16,118.971002,346.507,88.526994
1980-04-08,4355.100132,549.403464,3805.696668,2291.692,585.490639,267.028,113.59024,62.511,45.559705,2378.659,1733.630903,687.371,292.398688,735.268,845.700842,627.754,430.843892,402.219,102.760519,120.741,118.559572,338.828,86.565133
1980-04-09,4340.023176,556.349793,3783.673383,2291.877,585.537903,268.648,114.279367,62.296,45.403007,2377.932,1733.101046,657.255,279.587733,730.857,840.627336,637.948,437.840299,392.572,100.295865,120.69,118.509494,332.08,84.841127
1980-04-10,4335.395731,565.455966,3769.939764,2292.178,585.614804,268.545,114.235552,64.568,47.058902,2381.093,1735.404868,629.212,267.658605,728.422,837.826614,651.216,446.946472,385.816,98.569815,120.69,118.509494,327.107,83.570605
1980-04-11,4338.572878,576.437854,3762.135024,2293.311,585.904268,268.824,114.354235,68.103,49.635305,2384.212,1737.678079,607.594,258.462589,727.203,836.424527,656.046,450.261427,379.443,96.941615,128.498,126.176427,323.834,82.734406
1980-04-12,4343.034053,593.615088,3749.418965,2293.455,585.941057,266.818,113.500909,68.989,50.281046,2387.029,1739.731185,582.667,247.858967,726.709,835.856332,663.23,455.191993,371.916,95.018587,140.97,138.423095,317.949,81.230882
1980-04-13,4338.866544,603.310746,3735.555798,2293.117,585.854704,265.258,112.837305,68.562,49.969837,2387.967,1740.414825,557.589,237.191112,727.599,836.880004,670.159,459.947546,363.428,92.850039,146.001,143.3632,311.401,79.557973
1980-04-14,4327.075525,606.271063,3720.804462,2291.942,585.55451,264.263,112.414045,67.639,49.297129,2381.227,1735.502531,535.422,227.761558,731.547,841.42097,672.372,461.466385,355.512,90.827628,147.469,144.804678,305.405,78.026091
1980-04-15,4308.463055,601.905969,3706.557086,2290.67,585.229534,267.965,113.988827,66.477,48.450232,2380.252,1734.791924,506.805,215.588259,733.103,843.210672,666.836,457.666885,347.791,88.855036,146.893,144.239084,299.207,76.442601
1980-04-16,4290.665018,599.436565,3691.228453,2288.843,584.762765,269.78,114.760905,65.232,47.542843,2381.426,1735.647567,479.504,203.974768,732.826,842.892068,664.962,456.38071,339.303,86.686488,145.688,143.055855,293.408,74.961049
1980-04-17,4271.236754,596.002068,3675.234686,2286.827,584.247709,269.886,114.805996,64.083,46.705421,2381.152,1735.447869,453.492,192.909601,732.684,842.728741,661.606,454.0774,331.965,84.811746,144.536,141.924668,287.993,73.577604
1980-04-18,4246.138558,592.408166,3653.730392,2284.441,583.638124,272.193,115.787364,62.606,45.628943,2373.614,1729.953971,427.114,181.688743,732.364,842.360679,658.095,451.667709,324.249,82.840432,143.33,140.740457,281.161,71.832137
1980-04-19,4216.620631,590.852156,3625.768475,2282.61,583.170333,265.981,113.14486,61.758,45.010898,2359.978,1720.015686,403.293,171.555599,731.756,841.661361,657.177,451.037662,317.104,81.014998,142.387,139.814494,274.752,70.19474
1980-04-20,4185.679878,591.218936,3594.460942,2280.188,582.551551,258.357,109.901709,60.754,44.279156,2343.471,1707.984939,380.278,161.765318,730.66,840.400748,659.062,452.331386,310.349,79.289204,141.443,138.887549,267.29,68.288318
1980-04-21,4157.28613,592.63455,3564.651579,2277.651,581.903388,249.23,106.019202,59.845,43.616652,2328.146,1696.815665,357.709,152.164758,729.584,839.163139,662.923,454.981291,303.593,77.563154,140.186,137.65326,263.835,67.405621
1980-04-22,4126.020889,588.983446,3537.037443,2271.323,580.286685,239.878,102.040983,59.005,43.004437,2317.311,1688.918824,336.101,142.972996,728.194,837.56437,660.23,453.133015,297.226,75.936487,138.35,135.850431,259.557,66.312661
1980-04-23,4093.706082,584.750857,3508.955225,2259.376,577.234418,229.615,97.675236,58.142,42.375459,2307.168,1681.526332,319.01,135.702707,726.709,835.856332,656.086,450.28888,292.208,74.654469,136.936,134.461977,250.232,63.930272
